 gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
0.042953,0.285881,-0.957302,-0.149625,0.273976,-0.950026,-0.056,0.286,-19.8,74.2,457.5,0.091,0.123,0.081,0.28,0.47,0.6,0.05,0.16,1.03,0.0,0.22,0.08,0.0,0.07,0.0,0.0,0.06,0.61,0.61,0.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.047082,0.292143,-0.955215,-0.191397,0.207809,-0.959262,-0.075,0.255,-19.5,73.8,455.7,0.101,0.128,0.081,0.12,0.32,0.68,0.05,0.15,1.12,0.0,0.2,0.08,0.0,0.06,0.01,0.0,0.15,0.52,0.75,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.040413,0.29274,-0.955338,-0.212048,0.206112,-0.955277,-0.09,0.255,-19.4,73.5,454.2,0.099,0.125,0.081,0.11,0.39,0.65,0.0,0.09,0.97,0.0,0.13,0.03,0.0,0.18,0.01,0.0,0.26,0.59,0.78,0.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.00249,0.31709,-0.948392,-0.142924,0.206075,-0.968042,-0.073,0.266,-19.3,73.3,452.6,0.102,0.127,0.083,0.17,0.45,0.55,0.0,0.08,1.01,0.0,0.18,0.02,0.0,0.19,0.01,0.0,0.29,0.59,0.86,0.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.012081,0.310346,-0.950547,-0.171713,0.199025,-0.964833,-0.096,0.26,-19.3,73.3,452.2,0.103,0.13,0.082,0.23,0.58,0.55,0.0,0.11,1.09,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.27,0.62,0.75,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.002766,0.286626,-0.958039,-0.199772,0.194359,-0.960373,-0.102,0.246,-19.4,73.5,453.2,0.107,0.128,0.082,0.17,0.43,0.56,0.0,0.15,1.08,0.0,0.23,0.0,0.0,0.08,0.0,0.0,0.27,0.62,0.66,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.002722,0.28848,-0.957482,-0.184635,0.221607,-0.957497,-0.098,0.26,-19.3,73.4,452.8,0.097,0.128,0.08,0.1,0.32,0.54,0.0,0.17,1.08,0.0,0.28,0.05,0.0,0.15,0.03,0.0,0.28,0.65,0.57,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.014522,0.308242,-0.951197,-0.188342,0.219536,-0.957252,-0.106,0.27,-19.1,73.3,451.8,0.101,0.129,0.082,0.07,0.2,0.41,0.0,0.16,0.99,0.0,0.31,0.05,0.0,0.18,0.03,0.0,0.3,0.74,0.59,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.012096,0.297289,-0.954711,-0.183896,0.214247,-0.959312,-0.102,0.261,-19.1,73.0,450.7,0.094,0.12,0.083,0.08,0.15,0.38,0.0,0.13,1.11,0.0,0.27,0.05,0.0,0.19,0.03,0.0,0.32,0.74,0.63,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.041433,0.310468,-0.94968,-0.184339,0.229075,-0.955795,-0.075,0.276,-19.0,72.9,450.3,0.09,0.117,0.084,0.2,0.1,0.46,0.0,0.1,1.23,0.0,0.11,0.05,0.0,0.22,0.01,0.0,0.22,0.64,0.69,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.049006,0.294495,-0.954396,-0.207421,0.213599,-0.954648,-0.083,0.26,-17.9,72.6,450.2,0.101,0.114,0.073,0.16,0.17,0.45,0.0,0.1,1.39,0.01,0.07,0.08,0.0,0.21,0.06,0.0,0.13,0.54,0.62,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.056927,0.324002,-0.944342,-0.16396,0.217363,-0.962222,-0.056,0.277,-18.3,72.2,448.0,0.107,0.121,0.073,0.18,0.17,0.51,0.0,0.12,1.42,0.01,0.02,0.08,0.0,0.31,0.06,0.01,0.07,0.46,0.7,0.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.028832,0.300223,-0.953433,-0.136906,0.21731,-0.966454,-0.056,0.263,-18.7,73.0,451.7,0.1,0.126,0.079,0.01,0.11,0.44,0.0,0.16,1.49,0.01,0.16,0.03,0.0,0.32,0.05,0.01,0.15,0.56,0.72,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.018843,0.285134,-0.958302,-0.134832,0.219595,-0.966229,-0.06,0.256,-18.8,73.4,453.0,0.095,0.122,0.083,0.09,0.07,0.38,0.0,0.12,1.51,0.0,0.13,0.0,0.0,0.4,0.0,0.01,0.32,0.58,0.85,0.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.010347,0.294087,-0.955723,-0.158289,0.238434,-0.958172,-0.077,0.271,-18.6,72.7,449.3,0.087,0.113,0.084,0.24,0.14,0.34,0.0,0.1,1.71,0.0,0.16,0.04,0.0,0.34,0.03,0.0,0.25,0.43,0.82,0.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.020735,0.283774,-0.958667,-0.139842,0.228465,-0.963456,-0.083,0.26,-17.6,72.3,447.7,0.092,0.107,0.074,0.41,0.23,0.3,0.0,0.05,1.67,0.0,0.03,0.08,0.0,0.22,0.03,0.0,0.17,0.34,0.76,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.030145,0.292589,-0.955763,-0.145362,0.214789,-0.965782,-0.091,0.258,-17.5,72.4,448.9,0.114,0.117,0.071,0.35,0.16,0.42,0.0,0.09,1.62,0.0,0.11,0.09,0.0,0.17,0.03,0.0,0.0,0.38,0.57,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.015035,0.306166,-0.951859,-0.192735,0.218124,-0.9567,-0.108,0.268,-18.0,72.2,447.7,0.113,0.122,0.07,0.21,0.15,0.43,0.0,0.05,1.51,0.0,0.12,0.05,0.0,0.21,0.0,0.0,0.04,0.68,0.57,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.023385,0.30127,-0.953252,-0.164226,0.217974,-0.962038,-0.098,0.265,-18.5,73.1,450.3,0.105,0.127,0.078,0.03,0.08,0.44,0.0,0.09,1.44,0.0,0.17,0.03,0.0,0.28,0.01,0.0,0.14,0.83,0.7,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.023932,0.299442,-0.953814,-0.147558,0.231474,-0.961585,-0.089,0.27,-18.7,73.5,452.6,0.101,0.12,0.083,0.03,0.09,0.42,0.0,0.06,1.34,0.0,0.17,0.02,0.0,0.26,0.02,0.0,0.26,0.79,0.93,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.023191,0.298525,-0.95412,-0.126754,0.227696,-0.965447,-0.078,0.268,-18.7,73.5,452.1,0.1,0.124,0.084,0.11,0.17,0.45,0.0,0.1,1.26,0.0,0.2,0.04,0.0,0.26,0.02,0.0,0.33,0.66,0.95,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.02796,0.287428,-0.957394,-0.132029,0.225854,-0.965173,-0.083,0.261,-18.8,73.4,452.0,0.094,0.122,0.086,0.2,0.18,0.42,0.0,0.06,1.26,0.0,0.19,0.04,0.0,0.22,0.01,0.0,0.35,0.58,0.95,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.00457,0.292371,-0.956294,-0.109773,0.222926,-0.968635,-0.059,0.262,-18.9,73.3,451.3,0.1,0.125,0.085,0.26,0.2,0.44,0.0,0.08,1.33,0.0,0.17,0.04,0.0,0.24,0.03,0.0,0.35,0.54,0.98,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.018933,0.293327,-0.955825,-0.090958,0.240238,-0.966443,-0.037,0.271,-18.8,73.2,451.0,0.095,0.118,0.083,0.33,0.31,0.48,0.0,0.04,1.41,0.0,0.1,0.06,0.0,0.27,0.03,0.0,0.24,0.47,0.99,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.028039,0.284728,-0.958198,-0.112987,0.205629,-0.972086,-0.073,0.249,-17.9,73.0,450.5,0.111,0.12,0.075,0.28,0.42,0.53,0.0,0.04,1.34,0.0,0.12,0.08,0.0,0.3,0.03,0.0,0.12,0.44,0.8,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.011519,0.291428,-0.956523,-0.120691,0.225244,-0.966798,-0.069,0.262,-18.3,72.8,449.8,0.108,0.126,0.073,0.26,0.53,0.49,0.0,0.0,1.18,0.0,0.1,0.1,0.0,0.38,0.0,0.0,0.1,0.52,0.79,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.007561,0.294541,-0.955609,-0.17059,0.208718,-0.962983,-0.093,0.257,-18.8,73.3,450.7,0.097,0.123,0.081,0.17,0.39,0.46,0.0,0.02,1.09,0.0,0.16,0.06,0.03,0.36,0.0,0.0,0.25,0.62,0.8,0.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.022154,0.28482,-0.958325,-0.160673,0.218922,-0.962423,-0.072,0.256,-18.8,73.4,450.7,0.091,0.119,0.084,0.3,0.46,0.53,0.0,0.02,1.08,0.0,0.1,0.04,0.05,0.46,0.05,0.0,0.3,0.62,0.99,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.021796,0.279984,-0.959757,-0.143607,0.215609,-0.965862,-0.086,0.252,-17.9,72.9,449.7,0.105,0.115,0.075,0.31,0.47,0.56,0.0,0.02,1.14,0.0,0.16,0.03,0.05,0.33,0.06,0.0,0.2,0.57,0.89,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.013369,0.28065,-0.959717,-0.141066,0.214136,-0.966564,-0.066,0.251,-18.3,72.7,448.7,0.108,0.122,0.069,0.27,0.41,0.51,0.0,0.0,1.15,0.0,0.18,0.05,0.01,0.34,0.09,0.03,0.11,0.56,0.78,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.014997,0.285907,-0.95814,-0.157972,0.219383,-0.962765,-0.09,0.257,-18.6,72.7,448.4,0.092,0.118,0.079,0.13,0.2,0.48,0.0,0.03,1.16,0.0,0.29,0.06,0.0,0.18,0.06,0.03,0.06,0.52,0.51,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.002776,0.281487,-0.959561,-0.15364,0.204963,-0.966636,-0.078,0.247,-18.3,73.4,451.7,0.104,0.119,0.071,0.12,0.13,0.41,0.0,0.03,1.2,0.0,0.24,0.1,0.0,0.24,0.04,0.03,0.14,0.58,0.59,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.020462,0.275552,-0.961068,-0.163465,0.197674,-0.966542,-0.095,0.241,-18.7,73.5,452.0,0.096,0.12,0.081,0.07,0.21,0.42,0.0,0.05,1.26,0.0,0.26,0.11,0.0,0.15,0.02,0.0,0.2,0.61,0.55,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.025379,0.255842,-0.966385,-0.14246,0.199404,-0.969507,-0.086,0.231,-18.7,73.4,450.7,0.082,0.109,0.084,0.28,0.39,0.44,0.0,0.02,1.37,0.0,0.16,0.14,0.0,0.22,0.05,0.0,0.23,0.6,0.73,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.013962,0.253651,-0.967195,-0.117493,0.19412,-0.973916,-0.068,0.227,-18.0,73.9,454.1,0.093,0.108,0.081,0.3,0.42,0.54,0.0,0.02,1.46,0.0,0.18,0.14,0.0,0.27,0.06,0.0,0.15,0.53,0.57,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.024959,0.276248,-0.960762,-0.127147,0.204653,-0.970542,-0.079,0.244,-18.2,73.7,453.0,0.099,0.12,0.075,0.29,0.44,0.53,0.0,0.0,1.38,0.0,0.17,0.13,0.0,0.36,0.11,0.0,0.1,0.48,0.62,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.022375,0.273414,-0.961636,-0.165711,0.199156,-0.965855,-0.097,0.24,-18.6,74.1,453.7,0.095,0.124,0.083,0.11,0.42,0.49,0.0,0.01,1.43,0.0,0.22,0.09,0.0,0.33,0.11,0.0,0.18,0.58,0.75,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.029603,0.268973,-0.962693,-0.170933,0.18769,-0.967241,-0.104,0.232,-18.6,73.8,451.9,0.089,0.122,0.086,0.16,0.44,0.41,0.0,0.02,1.34,0.0,0.17,0.11,0.0,0.33,0.1,0.0,0.27,0.69,0.93,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.034416,0.269836,-0.962291,-0.173819,0.20499,-0.963206,-0.108,0.242,-18.5,73.8,452.0,0.098,0.128,0.084,0.26,0.36,0.39,0.0,0.02,1.41,0.0,0.11,0.09,0.0,0.3,0.05,0.0,0.32,0.76,1.04,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.017085,0.251609,-0.967678,-0.123237,0.174587,-0.976899,-0.055,0.216,-18.3,73.8,451.6,0.105,0.124,0.083,0.24,0.24,0.35,0.0,0.01,1.18,0.0,0.05,0.08,0.0,0.34,0.0,0.0,0.31,0.77,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.003886,0.281622,-0.959518,-0.148807,0.19902,-0.968632,-0.079,0.244,-18.1,73.9,451.6,0.101,0.123,0.082,0.13,0.23,0.36,0.0,0.05,1.14,0.0,0.06,0.06,0.0,0.35,0.0,0.0,0.34,0.77,0.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.000718,0.282453,-0.959281,-0.166699,0.200338,-0.965441,-0.086,0.246,-17.8,73.6,450.2,0.097,0.118,0.084,0.24,0.38,0.37,0.0,0.05,0.99,0.0,0.03,0.05,0.0,0.41,0.0,0.0,0.22,0.59,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.0321,0.270338,-0.96223,-0.159938,0.19586,-0.967501,-0.099,0.237,-17.0,74.1,453.8,0.098,0.113,0.081,0.37,0.49,0.41,0.0,0.08,1.06,0.0,0.03,0.09,0.0,0.35,0.0,0.0,0.12,0.43,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.031079,0.271728,-0.961872,-0.144541,0.190701,-0.970949,-0.091,0.235,-16.7,73.8,453.0,0.106,0.119,0.076,0.47,0.37,0.5,0.0,0.08,1.18,0.0,0.0,0.16,0.0,0.22,0.05,0.0,0.0,0.28,0.61,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.027201,0.263526,-0.964269,-0.124402,0.177871,-0.976159,-0.078,0.224,-16.6,73.7,453.6,0.11,0.117,0.071,0.26,0.16,0.68,0.0,0.19,1.45,0.04,0.05,0.25,0.0,0.07,0.11,0.05,0.0,0.29,0.38,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.017685,0.229737,-0.973092,-0.091787,0.145731,-0.985057,-0.056,0.189,-16.8,74.4,458.7,0.092,0.106,0.069,0.1,0.0,0.81,0.0,0.3,1.69,0.06,0.1,0.29,0.0,0.01,0.2,0.15,0.0,0.24,0.15,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.060592,0.24952,-0.966472,-0.102185,0.185061,-0.9774,-0.084,0.22,-16.6,74.2,457.5,0.097,0.106,0.069,0.0,0.0,0.88,0.0,0.41,1.8,0.12,0.18,0.31,0.01,0.0,0.28,0.15,0.0,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.043233,0.242788,-0.969115,-0.112958,0.194915,-0.974294,-0.08,0.222,-16.5,74.4,459.1,0.096,0.112,0.066,0.0,0.0,0.86,0.0,0.41,1.79,0.13,0.22,0.28,0.03,0.0,0.27,0.21,0.0,0.09,0.02,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.018238,0.267631,-0.963349,-0.082412,0.215637,-0.97299,-0.052,0.245,-16.3,73.6,455.2,0.093,0.103,0.069,0.0,0.0,0.88,0.0,0.39,1.63,0.17,0.3,0.28,0.05,0.0,0.22,0.15,0.0,0.12,0.03,0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.031893,0.284972,-0.958005,-0.100334,0.204545,-0.973701,-0.068,0.248,-16.3,74.1,458.2,0.103,0.115,0.068,0.0,0.0,0.75,0.0,0.31,1.54,0.1,0.23,0.18,0.04,0.14,0.13,0.15,0.0,0.22,0.27,0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.015623,0.283538,-0.958834,-0.120857,0.217783,-0.968485,-0.071,0.254,-16.7,73.9,453.3,0.111,0.124,0.077,0.0,0.23,0.51,0.0,0.22,1.41,0.06,0.18,0.15,0.02,0.14,0.1,0.06,0.08,0.41,0.56,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.005429,0.269993,-0.962847,-0.105088,0.206042,-0.972884,-0.057,0.241,-16.8,74.1,452.9,0.097,0.126,0.084,0.0,0.35,0.24,0.0,0.11,1.44,0.0,0.08,0.1,0.0,0.17,0.11,0.01,0.21,0.54,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.022736,0.28229,-0.95906,-0.117535,0.212579,-0.970049,-0.073,0.251,-16.7,74.1,452.4,0.088,0.115,0.088,0.05,0.38,0.28,0.0,0.03,1.56,0.0,0.13,0.11,0.0,0.03,0.07,0.01,0.21,0.51,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.047742,0.274067,-0.960525,-0.132954,0.220243,-0.966342,-0.094,0.251,-15.9,73.9,453.8,0.084,0.104,0.08,0.05,0.16,0.44,0.0,0.04,1.55,0.0,0.19,0.16,0.07,0.03,0.13,0.0,0.13,0.32,0.59,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.023805,0.23955,-0.970592,-0.081256,0.190748,-0.97827,-0.054,0.217,-15.9,73.7,454.1,0.075,0.099,0.076,0.05,0.04,0.72,0.0,0.08,1.51,0.09,0.31,0.21,0.07,0.0,0.2,0.0,0.0,0.25,0.54,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.057672,0.252903,-0.965771,-0.070096,0.240228,-0.968182,-0.066,0.25,-16.0,73.8,456.2,0.078,0.1,0.071,0.0,0.0,0.82,0.0,0.16,1.34,0.17,0.36,0.27,0.07,0.0,0.25,0.0,0.0,0.16,0.38,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.059233,0.26985,-0.961079,-0.106529,0.205355,-0.972872,-0.086,0.241,-16.0,73.6,456.2,0.082,0.101,0.07,0.0,0.0,0.86,0.0,0.21,1.43,0.2,0.39,0.28,0.0,0.0,0.23,0.0,0.0,0.12,0.26,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.049131,0.270861,-0.961364,-0.097084,0.204721,-0.973994,-0.075,0.241,-16.0,73.6,455.9,0.087,0.102,0.07,0.0,0.0,0.75,0.0,0.24,1.59,0.11,0.33,0.27,0.0,0.0,0.22,0.0,0.0,0.01,0.18,0.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.044411,0.279377,-0.959154,-0.117759,0.197865,-0.97313,-0.084,0.242,-16.1,73.2,454.4,0.082,0.098,0.072,0.0,0.0,0.71,0.0,0.25,1.72,0.03,0.35,0.27,0.05,0.0,0.25,0.03,0.0,0.0,0.13,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.038358,0.271624,-0.961639,-0.116921,0.185531,-0.975658,-0.08,0.232,-16.1,73.2,454.5,0.08,0.096,0.073,0.03,0.0,0.74,0.0,0.27,1.84,0.05,0.36,0.24,0.07,0.03,0.32,0.06,0.0,0.0,0.08,0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.019108,0.258583,-0.9658,-0.121468,0.169541,-0.978009,-0.072,0.217,-16.0,73.3,454.7,0.081,0.097,0.071,0.03,0.0,0.86,0.0,0.3,1.89,0.06,0.39,0.26,0.1,0.03,0.33,0.11,0.0,0.01,0.06,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003116,0.256683,-0.966491,-0.100821,0.1648,-0.981161,-0.05,0.213,-16.2,73.6,456.1,0.083,0.096,0.071,0.03,0.0,0.89,0.0,0.33,1.87,0.07,0.39,0.27,0.06,0.03,0.38,0.09,0.0,0.01,0.13,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.015826,0.266744,-0.963638,-0.100122,0.169531,-0.980426,-0.06,0.221,-16.2,73.7,457.2,0.089,0.104,0.07,0.04,0.0,0.88,0.0,0.36,1.73,0.05,0.4,0.29,0.08,0.04,0.36,0.08,0.0,0.03,0.14,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003405,0.225377,-0.974266,-0.087392,0.138303,-0.986527,-0.043,0.183,-16.3,74.2,459.0,0.092,0.109,0.07,0.06,0.0,0.82,0.0,0.33,1.57,0.03,0.4,0.3,0.12,0.04,0.34,0.05,0.0,0.06,0.15,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.018802,0.234128,-0.972024,-0.080909,0.155312,-0.984547,-0.051,0.196,-16.1,74.0,457.7,0.091,0.103,0.069,0.11,0.0,0.8,0.0,0.29,1.47,0.04,0.34,0.35,0.12,0.08,0.32,0.06,0.0,0.06,0.08,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
