frame, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.8,128.2,553.7,0.957,0.314,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.6,127.4,550.8,0.967,0.328,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.9,128.3,553.1,0.96,0.312,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.7,128.9,557.1,0.933,0.319,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.7,130.0,560.7,0.941,0.316,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,131.3,565.9,0.933,0.322,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9,132.0,571.4,0.922,0.313,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.3,133.2,575.9,0.918,0.337,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.2,137.2,594.1,0.904,0.314,0.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.2,140.5,609.9,0.888,0.276,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.3,143.5,626.5,0.886,0.229,0.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.2,144.8,634.8,0.891,0.208,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.5,145.8,641.5,0.892,0.196,0.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.8,146.9,645.0,0.899,0.194,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.5,151.0,662.3,0.883,0.197,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.4,155.6,682.8,0.863,0.18,0.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.9,163.1,717.6,0.805,0.164,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.3,165.7,728.5,0.787,0.138,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,168.8,738.2,0.758,0.129,0.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,170.3,742.1,0.763,0.132,0.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.7,172.5,745.5,0.717,0.105,0.663,0.0,0.0,0.0,0.0,0.02,0.48,0.03,0.3,0.0,0.0,0.24,0.54,0.19,0.0,0.11,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,-0.282051,0.522768,-0.804463,-0.364297,0.392936,-0.844328,-0.374,0.507,296.6,173.1,743.6,0.669,0.071,0.678,0.0,0.0,0.0,0.0,0.02,0.91,0.19,0.63,0.0,0.0,0.25,1.21,0.4,0.0,0.33,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,-0.276078,0.528936,-0.802501,-0.300049,0.465564,-0.832599,-0.339,0.546,296.6,174.0,744.7,0.671,0.041,0.684,0.0,0.0,0.0,0.01,0.02,1.3,0.33,0.84,0.0,0.0,0.25,1.65,0.52,0.0,0.65,1.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
155,-0.194762,0.58906,-0.784268,-0.286823,0.31172,-0.905849,-0.278,0.49,296.1,174.1,744.3,0.666,0.025,0.673,0.0,0.0,0.02,0.01,0.0,1.36,0.41,0.78,0.0,0.0,0.04,1.58,0.5,0.0,0.77,1.22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
156,-0.239963,0.527086,-0.815229,-0.286687,0.275691,-0.917499,-0.295,0.434,296.2,174.7,745.1,0.661,0.02,0.661,0.0,0.0,0.08,0.11,0.0,1.54,0.32,0.64,0.0,0.0,0.03,1.28,0.52,0.0,0.85,1.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
157,-0.268731,0.516068,-0.813301,-0.26523,0.345421,-0.900188,-0.302,0.466,295.2,173.9,742.8,0.661,0.007,0.649,0.0,0.0,0.12,0.1,0.0,1.8,0.22,0.54,0.0,0.01,0.03,1.2,0.56,0.0,0.83,1.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
158,-0.254801,0.514624,-0.818681,-0.241091,0.350597,-0.904962,-0.28,0.465,295.2,173.8,742.6,0.659,-0.012,0.648,0.0,0.0,0.11,0.1,0.04,1.75,0.16,0.45,0.0,0.01,0.0,1.09,0.49,0.0,0.83,1.47,0.17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
159,-0.179856,0.55908,-0.809371,-0.194638,0.403434,-0.894068,-0.216,0.514,295.9,173.9,744.1,0.642,-0.038,0.645,0.0,0.0,0.05,0.2,0.11,1.53,0.12,0.31,0.0,0.01,0.0,0.98,0.33,0.0,0.66,1.13,0.17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
160,-0.213413,0.534552,-0.817746,-0.168741,0.427126,-0.888307,-0.22,0.513,294.2,173.5,739.9,0.639,-0.054,0.651,0.0,0.0,0.02,0.42,0.16,1.22,0.17,0.22,0.0,0.0,0.01,0.97,0.44,0.0,0.53,0.9,0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
161,-0.217231,0.479186,-0.850407,-0.156379,0.42015,-0.893879,-0.211,0.476,292.4,173.1,735.4,0.638,-0.065,0.652,0.0,0.0,0.01,0.42,0.12,1.09,0.21,0.07,0.0,0.0,0.01,1.02,0.53,0.0,0.47,0.7,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
162,-0.184765,0.481539,-0.856728,-0.201045,0.340356,-0.918552,-0.214,0.434,291.3,172.6,732.5,0.627,-0.065,0.655,0.0,0.0,0.0,0.22,0.05,1.02,0.23,0.02,0.0,0.0,0.1,1.13,0.61,0.0,0.54,0.69,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
163,-0.15304,0.508378,-0.847426,-0.180554,0.324582,-0.928465,-0.186,0.439,290.2,172.1,729.9,0.627,-0.074,0.663,0.0,0.0,0.0,0.0,0.0,0.82,0.14,0.0,0.0,0.0,0.1,1.11,0.47,0.01,0.59,0.7,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
164,-0.183983,0.469554,-0.863521,-0.139748,0.319984,-0.93706,-0.178,0.413,289.2,171.7,727.6,0.626,-0.087,0.67,0.0,0.0,0.0,0.09,0.0,0.49,0.08,0.0,0.0,0.0,0.2,1.26,0.48,0.08,0.63,0.56,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
165,-0.180963,0.473653,-0.861919,-0.116774,0.354877,-0.927591,-0.165,0.434,287.0,171.0,722.1,0.619,-0.094,0.675,0.0,0.0,0.0,0.09,0.0,0.33,0.06,0.0,0.0,0.0,0.1,1.4,0.32,0.2,0.6,0.64,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
166,-0.082916,0.517422,-0.851704,-0.144904,0.329254,-0.933057,-0.127,0.443,288.0,171.6,724.7,0.608,-0.091,0.672,0.0,0.0,0.0,0.09,0.0,0.34,0.06,0.07,0.0,0.06,0.1,1.63,0.26,0.39,0.65,0.48,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
167,-0.11566,0.48141,-0.868831,-0.148046,0.281179,-0.948167,-0.144,0.397,287.6,171.5,723.6,0.607,-0.097,0.681,0.0,0.0,0.0,0.0,0.0,0.4,0.13,0.07,0.0,0.06,0.0,1.55,0.21,0.56,0.81,0.42,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
168,-0.140924,0.483455,-0.863951,-0.136004,0.283511,-0.949276,-0.152,0.4,287.3,171.2,722.7,0.604,-0.103,0.69,0.0,0.0,0.0,0.0,0.0,0.52,0.09,0.07,0.0,0.06,0.0,1.49,0.33,0.65,0.86,0.33,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
169,-0.162241,0.477355,-0.863603,-0.170927,0.252846,-0.952288,-0.181,0.382,287.5,171.0,722.8,0.587,-0.096,0.69,0.0,0.0,0.0,0.0,0.0,0.43,0.09,0.0,0.0,0.0,0.0,1.41,0.36,0.69,0.81,0.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
170,-0.117054,0.495143,-0.86089,-0.17913,0.25811,-0.949364,-0.162,0.394,287.2,171.5,722.5,0.577,-0.097,0.699,0.0,0.0,0.0,0.04,0.0,0.47,0.0,0.0,0.0,0.0,0.0,1.46,0.29,0.71,0.56,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
171,-0.117794,0.520056,-0.845971,-0.174782,0.397239,-0.900917,-0.166,0.484,288.1,172.5,724.5,0.561,-0.099,0.702,0.0,0.0,0.0,0.04,0.0,0.48,0.0,0.0,0.0,0.0,0.0,1.57,0.17,0.69,0.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
172,-0.091829,0.475082,-0.875137,-0.159713,0.33606,-0.9282,-0.139,0.423,288.4,173.3,726.0,0.56,-0.1,0.711,0.0,0.0,0.0,0.04,0.0,0.69,0.08,0.0,0.0,0.0,0.0,1.67,0.06,0.58,0.36,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
173,-0.075993,0.492949,-0.866733,-0.17205,0.368702,-0.913487,-0.138,0.451,288.8,173.7,727.7,0.55,-0.103,0.719,0.0,0.0,0.0,0.0,0.0,0.88,0.08,0.0,0.0,0.0,0.0,1.68,0.0,0.43,0.44,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
174,-0.042049,0.497503,-0.866442,-0.178748,0.340474,-0.923107,-0.123,0.438,288.0,173.0,725.3,0.542,-0.108,0.721,0.0,0.0,0.0,0.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,1.55,0.0,0.26,0.47,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
175,-0.081311,0.47236,-0.877647,-0.162232,0.303134,-0.939037,-0.133,0.403,288.8,173.5,727.3,0.529,-0.111,0.73,0.02,0.0,0.0,0.0,0.0,1.08,0.05,0.01,0.0,0.0,0.0,1.45,0.0,0.19,0.59,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
176,-0.070834,0.47749,-0.875777,-0.123288,0.350322,-0.92848,-0.107,0.43,289.7,174.3,729.8,0.52,-0.117,0.745,0.02,0.0,0.01,0.0,0.0,1.25,0.06,0.01,0.0,0.0,0.0,1.24,0.0,0.09,0.52,0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177,-0.136967,0.468234,-0.872924,-0.133213,0.319747,-0.938092,-0.148,0.41,290.9,175.6,733.4,0.514,-0.117,0.757,0.14,0.0,0.04,0.0,0.0,1.21,0.06,0.01,0.0,0.0,0.0,1.1,0.0,0.07,0.43,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
178,-0.102556,0.495308,-0.862643,-0.133739,0.358856,-0.923762,-0.132,0.446,292.3,176.4,736.9,0.515,-0.12,0.767,0.15,0.0,0.04,0.0,0.0,1.09,0.01,0.0,0.0,0.0,0.04,0.95,0.0,0.01,0.38,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
179,-0.108176,0.473247,-0.874263,-0.119352,0.347917,-0.929897,-0.125,0.427,292.2,176.7,737.3,0.511,-0.119,0.779,0.17,0.0,0.05,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.27,0.91,0.0,0.0,0.46,0.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180,-0.155079,0.45768,-0.875488,-0.12362,0.357608,-0.925654,-0.154,0.425,290.0,175.5,732.3,0.518,-0.125,0.783,0.06,0.0,0.03,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.38,0.78,0.0,0.0,0.51,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
181,-0.086263,0.502134,-0.860477,-0.09554,0.36472,-0.926202,-0.101,0.452,291.7,176.9,736.7,0.517,-0.131,0.788,0.02,0.0,0.03,0.0,0.0,0.15,0.02,0.0,0.0,0.0,0.61,0.67,0.0,0.0,0.38,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
182,-0.104824,0.508143,-0.85487,-0.072702,0.36081,-0.929801,-0.099,0.453,292.3,177.6,738.0,0.517,-0.134,0.786,0.0,0.0,0.0,0.0,0.0,0.31,0.02,0.0,0.0,0.0,0.48,0.65,0.0,0.0,0.16,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,-0.127781,0.464089,-0.876523,-0.068918,0.356084,-0.931909,-0.108,0.426,293.3,177.9,740.4,0.516,-0.133,0.782,0.0,0.0,0.0,0.0,0.0,0.53,0.02,0.0,0.0,0.0,0.61,0.73,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,-0.114703,0.49226,-0.862858,-0.080384,0.346763,-0.934502,-0.108,0.437,294.1,178.0,741.4,0.516,-0.134,0.787,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.66,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,-0.12797,0.458748,-0.879303,-0.135912,0.336763,-0.931729,-0.145,0.414,294.6,178.4,742.8,0.521,-0.136,0.791,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.69,0.92,0.0,0.03,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
186,0.000369,0.41008,-0.91205,-0.101011,0.314022,-0.944027,-0.054,0.372,298.0,180.7,750.1,0.5,-0.131,0.782,0.01,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.62,1.13,0.0,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,-0.051369,0.436192,-0.898386,-0.120965,0.344771,-0.93086,-0.094,0.404,299.0,180.8,751.2,0.495,-0.133,0.777,0.01,0.0,0.0,0.0,0.0,0.69,0.0,0.1,0.0,0.0,0.42,1.29,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
188,-0.031978,0.411255,-0.910959,-0.107762,0.325199,-0.939486,-0.075,0.379,299.6,180.8,752.0,0.492,-0.137,0.777,0.03,0.0,0.0,0.0,0.0,0.92,0.0,0.15,0.0,0.0,0.37,1.4,0.0,0.05,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
189,-0.028163,0.448319,-0.89343,-0.090437,0.302746,-0.948771,-0.064,0.387,300.2,181.1,753.8,0.489,-0.14,0.775,0.12,0.0,0.0,0.0,0.0,0.78,0.0,0.15,0.0,0.0,0.2,1.4,0.0,0.02,0.23,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,-0.051272,0.437851,-0.897584,-0.059178,0.296056,-0.953335,-0.06,0.377,301.8,182.3,758.0,0.488,-0.135,0.769,0.34,0.0,0.0,0.0,0.0,0.55,0.0,0.05,0.0,0.0,0.14,1.53,0.0,0.01,0.23,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
191,-0.032007,0.431367,-0.901608,-0.02582,0.204156,-0.978598,-0.031,0.326,301.8,182.3,757.7,0.489,-0.137,0.766,0.49,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.07,1.6,0.0,0.01,0.13,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
192,-0.101606,0.434706,-0.894822,-0.059726,0.178159,-0.982187,-0.086,0.316,301.9,182.4,757.8,0.488,-0.135,0.758,0.52,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.07,1.63,0.0,0.01,0.18,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,-0.102966,0.456721,-0.883631,-0.059661,0.180503,-0.981763,-0.087,0.329,301.3,182.1,756.8,0.487,-0.138,0.747,0.44,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,1.45,0.01,0.0,0.22,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,-0.076464,0.500719,-0.862226,-0.051745,0.225054,-0.972971,-0.07,0.377,300.8,181.9,755.7,0.482,-0.14,0.749,0.43,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.39,0.01,0.0,0.26,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,-0.108202,0.442161,-0.890385,-0.056346,0.17614,-0.982751,-0.088,0.319,299.5,181.1,751.9,0.495,-0.146,0.747,0.39,0.0,0.0,0.0,0.0,0.77,0.0,0.04,0.0,0.0,0.0,1.24,0.01,0.0,0.13,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,-0.068273,0.460455,-0.885054,-0.08586,0.147937,-0.985263,-0.082,0.314,297.9,180.3,747.9,0.506,-0.155,0.745,0.41,0.0,0.0,0.0,0.0,0.93,0.0,0.08,0.0,0.0,0.0,1.31,0.0,0.0,0.19,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,-0.078662,0.428825,-0.899956,-0.019875,0.171943,-0.984906,-0.052,0.309,298.5,180.9,750.1,0.496,-0.14,0.738,0.44,0.0,0.0,0.0,0.0,1.03,0.0,0.11,0.0,0.0,0.0,1.14,0.0,0.0,0.22,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
